3947331
640, 640
(0.25, 0.25), (10000, 0.25)
(10000, 0.25), (10000, 0.5)
(10000, 0.5), (9857.5, 0.5)
(9857.5, 0.5), (9857.5, 850.25)
(9857.5, 850.25), (9723.75, 850.25)
(9723.75, 850.25), (9723.75, 345.75)
(9723.75, 345.75), (9857.25, 345.75)
(9857.25, 345.75), (9857.25, 0.5)
(9857.25, 0.5), (8960.5, 0.5)
(8960.5, 0.5), (8960.5, 975.25)
(8960.5, 975.25), (8689.75, 975.25)
(8689.75, 975.25), (8689.75, 322.75)
(8689.75, 322.75), (8960.25, 322.75)
(8960.25, 322.75), (8960.25, 0.5)
(8960.25, 0.5), (7991.5, 0.5)
(7991.5, 0.5), (7991.5, 997.25)
(7991.5, 997.25), (7671.75, 997.25)
(7671.75, 997.25), (7671.75, 582.75)
(7671.75, 582.75), (7991.25, 582.75)
(7991.25, 582.75), (7991.25, 0.5)
(7991.25, 0.5), (6576.5, 0.5)
(6576.5, 0.5), (6576.5, 733.25)
(6576.5, 733.25), (6238.75, 733.25)
(6238.75, 733.25), (6238.75, 246.75)
(6238.75, 246.75), (6576.25, 246.75)
(6576.25, 246.75), (6576.25, 0.5)
(6576.25, 0.5), (5915.5, 0.5)
(5915.5, 0.5), (5915.5, 388.25)
(5915.5, 388.25), (5124.75, 388.25)
(5124.75, 388.25), (5124.75, 195.75)
(5124.75, 195.75), (5915.25, 195.75)
(5915.25, 195.75), (5915.25, 0.5)
(5915.25, 0.5), (4934.5, 0.5)
(4934.5, 0.5), (4934.5, 916.25)
(4934.5, 916.25), (4607.75, 916.25)
(4607.75, 916.25), (4607.75, 833.75)
(4607.75, 833.75), (4934.25, 833.75)
(4934.25, 833.75), (4934.25, 0.5)
(4934.25, 0.5), (3465.5, 0.5)
(3465.5, 0.5), (3465.5, 975.25)
(3465.5, 975.25), (3367.75, 975.25)
(3367.75, 975.25), (3367.75, 27.75)
(3367.75, 27.75), (3465.25, 27.75)
(3465.25, 27.75), (3465.25, 0.5)
(3465.25, 0.5), (2550.5, 0.5)
(2550.5, 0.5), (2550.5, 738.25)
(2550.5, 738.25), (2004.75, 738.25)
(2004.75, 738.25), (2004.75, 586.75)
(2004.75, 586.75), (2550.25, 586.75)
(2550.25, 586.75), (2550.25, 0.5)
(2550.25, 0.5), (1550.5, 0.5)
(1550.5, 0.5), (1550.5, 308.25)
(1550.5, 308.25), (999.75, 308.25)
(999.75, 308.25), (999.75, 35.75)
(999.75, 35.75), (1550.25, 35.75)
(1550.25, 35.75), (1550.25, 0.5)
(1550.25, 0.5), (343.5, 0.5)
(343.5, 0.5), (343.5, 767.25)
(343.5, 767.25), (149.75, 767.25)
(149.75, 767.25), (149.75, 670.75)
(149.75, 670.75), (343.25, 670.75)
(343.25, 670.75), (343.25, 0.5)
(343.25, 0.5), (0.5, 0.5)
(0.5, 0.5), (0.5, 1000.25)
(0.5, 1000.25), (10000, 1000.25)
(10000, 1000.25), (10000, 1000.5)
(10000, 1000.5), (9938.5, 1000.5)
(9938.5, 1000.5), (9938.5, 1109.25)
(9938.5, 1109.25), (9358.75, 1109.25)
(9358.75, 1109.25), (9358.75, 1007.75)
(9358.75, 1007.75), (9938.25, 1007.75)
(9938.25, 1007.75), (9938.25, 1000.5)
(9938.25, 1000.5), (8335.5, 1000.5)
(8335.5, 1000.5), (8335.5, 1808.25)
(8335.5, 1808.25), (8126.75, 1808.25)
(8126.75, 1808.25), (8126.75, 1207.75)
(8126.75, 1207.75), (8335.25, 1207.75)
(8335.25, 1207.75), (8335.25, 1000.5)
(8335.25, 1000.5), (7749.5, 1000.5)
(7749.5, 1000.5), (7749.5, 1865.25)
(7749.5, 1865.25), (7534.75, 1865.25)
(7534.75, 1865.25), (7534.75, 1281.75)
(7534.75, 1281.75), (7749.25, 1281.75)
(7749.25, 1281.75), (7749.25, 1000.5)
(7749.25, 1000.5), (6334.5, 1000.5)
(6334.5, 1000.5), (6334.5, 1957.25)
(6334.5, 1957.25), (6135.75, 1957.25)
(6135.75, 1957.25), (6135.75, 1283.75)
(6135.75, 1283.75), (6334.25, 1283.75)
(6334.25, 1283.75), (6334.25, 1000.5)
(6334.25, 1000.5), (5971.5, 1000.5)
(5971.5, 1000.5), (5971.5, 1346.25)
(5971.5, 1346.25), (5512.75, 1346.25)
(5512.75, 1346.25), (5512.75, 1124.75)
(5512.75, 1124.75), (5971.25, 1124.75)
(5971.25, 1124.75), (5971.25, 1000.5)
(5971.25, 1000.5), (4722.5, 1000.5)
(4722.5, 1000.5), (4722.5, 1560.25)
(4722.5, 1560.25), (4334.75, 1560.25)
(4334.75, 1560.25), (4334.75, 1344.75)
(4334.75, 1344.75), (4722.25, 1344.75)
(4722.25, 1344.75), (4722.25, 1000.5)
(4722.25, 1000.5), (3616.5, 1000.5)
(3616.5, 1000.5), (3616.5, 1995.25)
(3616.5, 1995.25), (3132.75, 1995.25)
(3132.75, 1995.25), (3132.75, 1790.75)
(3132.75, 1790.75), (3616.25, 1790.75)
(3616.25, 1790.75), (3616.25, 1000.5)
(3616.25, 1000.5), (2974.5, 1000.5)
(2974.5, 1000.5), (2974.5, 1760.25)
(2974.5, 1760.25), (2033.75, 1760.25)
(2033.75, 1760.25), (2033.75, 1698.75)
(2033.75, 1698.75), (2974.25, 1698.75)
(2974.25, 1698.75), (2974.25, 1000.5)
(2974.25, 1000.5), (1313.5, 1000.5)
(1313.5, 1000.5), (1313.5, 1282.25)
(1313.5, 1282.25), (1160.75, 1282.25)
(1160.75, 1282.25), (1160.75, 1007.75)
(1160.75, 1007.75), (1313.25, 1007.75)
(1313.25, 1007.75), (1313.25, 1000.5)
(1313.25, 1000.5), (504.5, 1000.5)
(504.5, 1000.5), (504.5, 1977.25)
(504.5, 1977.25), (55.75, 1977.25)
(55.75, 1977.25), (55.75, 1838.75)
(55.75, 1838.75), (504.25, 1838.75)
(504.25, 1838.75), (504.25, 1000.5)
(504.25, 1000.5), (0.5, 1000.5)
(0.5, 1000.5), (0.5, 2000.25)
(0.5, 2000.25), (10000, 2000.25)
(10000, 2000.25), (10000, 2000.5)
(10000, 2000.5), (9577.5, 2000.5)
(9577.5, 2000.5), (9577.5, 2393.25)
(9577.5, 2393.25), (9357.75, 2393.25)
(9357.75, 2393.25), (9357.75, 2009.75)
(9357.75, 2009.75), (9577.25, 2009.75)
(9577.25, 2009.75), (9577.25, 2000.5)
(9577.25, 2000.5), (8922.5, 2000.5)
(8922.5, 2000.5), (8922.5, 2906.25)
(8922.5, 2906.25), (8730.75, 2906.25)
(8730.75, 2906.25), (8730.75, 2328.75)
(8730.75, 2328.75), (8922.25, 2328.75)
(8922.25, 2328.75), (8922.25, 2000.5)
(8922.25, 2000.5), (7821.5, 2000.5)
(7821.5, 2000.5), (7821.5, 2967.25)
(7821.5, 2967.25), (7328.75, 2967.25)
(7328.75, 2967.25), (7328.75, 2747.75)
(7328.75, 2747.75), (7821.25, 2747.75)
(7821.25, 2747.75), (7821.25, 2000.5)
(7821.25, 2000.5), (6096.5, 2000.5)
(6096.5, 2000.5), (6096.5, 2686.25)
(6096.5, 2686.25), (6042.75, 2686.25)
(6042.75, 2686.25), (6042.75, 2058.75)
(6042.75, 2058.75), (6096.25, 2058.75)
(6096.25, 2058.75), (6096.25, 2000.5)
(6096.25, 2000.5), (5869.5, 2000.5)
(5869.5, 2000.5), (5869.5, 2874.25)
(5869.5, 2874.25), (5035.75, 2874.25)
(5035.75, 2874.25), (5035.75, 2718.75)
(5035.75, 2718.75), (5869.25, 2718.75)
(5869.25, 2718.75), (5869.25, 2000.5)
(5869.25, 2000.5), (4907.5, 2000.5)
(4907.5, 2000.5), (4907.5, 2433.25)
(4907.5, 2433.25), (4045.75, 2433.25)
