1840106
992, 992
(4325.5, 0.25), (4325.5, 6680.25)
(4325.5, 6680.25), (4326.25, 6680.25)
(4326.25, 6680.25), (4326.25, 6679.75)
(4326.25, 6679.75), (4325.75, 6679.75)
(4325.75, 6679.75), (4325.75, 0.25)
(4325.75, 0.25), (5916.5, 0.25)
(5916.5, 0.25), (5916.5, 1180.25)
(5916.5, 1180.25), (5917.25, 1180.25)
(5917.25, 1180.25), (5917.25, 1179.75)
(5917.25, 1179.75), (5916.75, 1179.75)
(5916.75, 1179.75), (5916.75, 0.25)
(5916.75, 0.25), (2275.5, 0.25)
(2275.5, 0.25), (2275.5, 6430.25)
(2275.5, 6430.25), (2276.25, 6430.25)
(2276.25, 6430.25), (2276.25, 6429.75)
(2276.25, 6429.75), (2275.75, 6429.75)
(2275.75, 6429.75), (2275.75, 0.25)
(2275.75, 0.25), (6074.5, 0.25)
(6074.5, 0.25), (6074.5, 6864.25)
(6074.5, 6864.25), (6075.25, 6864.25)
(6075.25, 6864.25), (6075.25, 0.25)
(6075.25, 0.25), (6873.5, 0.25)
(6873.5, 0.25), (6873.5, 3888.25)
(6873.5, 3888.25), (6874.25, 3888.25)
(6874.25, 3888.25), (6874.25, 0.25)
(6874.25, 0.25), (8845.5, 0.25)
(8845.5, 0.25), (8845.5, 1542.25)
(8845.5, 1542.25), (8846.25, 1542.25)
(8846.25, 1542.25), (8846.25, 0.25)
(8846.25, 0.25), (29.5, 0.25)
(29.5, 0.25), (29.5, 9818.25)
(29.5, 9818.25), (30.25, 9818.25)
(30.25, 9818.25), (30.25, 9817.75)
(30.25, 9817.75), (29.75, 9817.75)
(29.75, 9817.75), (29.75, 0.25)
(29.75, 0.25), (2011.5, 0.25)
(2011.5, 0.25), (2011.5, 8432.25)
(2011.5, 8432.25), (2012.25, 8432.25)
(2012.25, 8432.25), (2012.25, 0.25)
(2012.25, 0.25), (6294.5, 0.25)
(6294.5, 0.25), (6294.5, 9098.25)
(6294.5, 9098.25), (6295.25, 9098.25)
(6295.25, 9098.25), (6295.25, 9097.75)
(6295.25, 9097.75), (6294.75, 9097.75)
(6294.75, 9097.75), (6294.75, 0.25)
(6294.75, 0.25), (4380.5, 0.25)
(4380.5, 0.25), (4380.5, 9820.25)
(4380.5, 9820.25), (4381.25, 9820.25)
(4381.25, 9820.25), (4381.25, 9819.75)
(4381.25, 9819.75), (4380.75, 9819.75)
(4380.75, 9819.75), (4380.75, 0.25)
(4380.75, 0.25), (5122.5, 0.25)
(5122.5, 0.25), (5122.5, 6119.25)
(5122.5, 6119.25), (5123.25, 6119.25)
