9480864
640, 640
(0.25, 0.25), (10000, 0.25)
(10000, 0.25), (10000, 0.5)
(10000, 0.5), (9959.5, 0.5)
(9959.5, 0.5), (9959.5, 903.25)
(9959.5, 903.25), (9041.75, 903.25)
(9041.75, 903.25), (9041.75, 842.75)
(9041.75, 842.75), (9959.25, 842.75)
(9959.25, 842.75), (9959.25, 0.5)
(9959.25, 0.5), (8255.5, 0.5)
(8255.5, 0.5), (8255.5, 752.25)
(8255.5, 752.25), (8230.75, 752.25)
(8230.75, 752.25), (8230.75, 112.75)
(8230.75, 112.75), (8255.25, 112.75)
(8255.25, 112.75), (8255.25, 0.5)
(8255.25, 0.5), (7311.5, 0.5)
(7311.5, 0.5), (7311.5, 599.25)
(7311.5, 599.25), (7025.75, 599.25)
(7025.75, 599.25), (7025.75, 199.75)
(7025.75, 199.75), (7311.25, 199.75)
(7311.25, 199.75), (7311.25, 0.5)
(7311.25, 0.5), (6316.5, 0.5)
(6316.5, 0.5), (6316.5, 963.25)
(6316.5, 963.25), (6292.75, 963.25)
(6292.75, 963.25), (6292.75, 31.75)
(6292.75, 31.75), (6316.25, 31.75)
(6316.25, 31.75), (6316.25, 0.5)
(6316.25, 0.5), (5718.5, 0.5)
(5718.5, 0.5), (5718.5, 302.25)
(5718.5, 302.25), (5187.75, 302.25)
(5187.75, 302.25), (5187.75, 239.75)
(5187.75, 239.75), (5718.25, 239.75)
(5718.25, 239.75), (5718.25, 0.5)
(5718.25, 0.5), (4368.5, 0.5)
(4368.5, 0.5), (4368.5, 278.25)
(4368.5, 278.25), (4029.75, 278.25)
(4029.75, 278.25), (4029.75, 262.75)
(4029.75, 262.75), (4368.25, 262.75)
(4368.25, 262.75), (4368.25, 0.5)
(4368.25, 0.5), (3305.5, 0.5)
(3305.5, 0.5), (3305.5, 961.25)
(3305.5, 961.25), (3042.75, 961.25)
(3042.75, 961.25), (3042.75, 790.75)
(3042.75, 790.75), (3305.25, 790.75)
(3305.25, 790.75), (3305.25, 0.5)
(3305.25, 0.5), (2031.5, 0.5)
(2031.5, 0.5), (2031.5, 976.25)
(2031.5, 976.25), (2000.75, 976.25)
(2000.75, 976.25), (2000.75, 59.75)
(2000.75, 59.75), (2031.25, 59.75)
(2031.25, 59.75), (2031.25, 0.5)
(2031.25, 0.5), (1199.5, 0.5)
(1199.5, 0.5), (1199.5, 969.25)
(1199.5, 969.25), (1140.75, 969.25)
(1140.75, 969.25), (1140.75, 16.75)
(1140.75, 16.75), (1199.25, 16.75)
(1199.25, 16.75), (1199.25, 0.5)
(1199.25, 0.5), (634.5, 0.5)
(634.5, 0.5), (634.5, 63.25)
(634.5, 63.25), (35.75, 63.25)
(35.75, 63.25), (35.75, 22.75)
(35.75, 22.75), (634.25, 22.75)
(634.25, 22.75), (634.25, 0.5)
(634.25, 0.5), (0.5, 0.5)
(0.5, 0.5), (0.5, 1000.25)
(0.5, 1000.25), (10000, 1000.25)
(10000, 1000.25), (10000, 1000.5)
(10000, 1000.5), (9684.5, 1000.5)
(9684.5, 1000.5), (9684.5, 1529.25)
(9684.5, 1529.25), (9479.75, 1529.25)
(9479.75, 1529.25), (9479.75, 1266.75)
(9479.75, 1266.75), (9684.25, 1266.75)
(9684.25, 1266.75), (9684.25, 1000.5)
(9684.25, 1000.5), (8125.5, 1000.5)
(8125.5, 1000.5), (8125.5, 1632.25)
(8125.5, 1632.25), (8053.75, 1632.25)
(8053.75, 1632.25), (8053.75, 1239.75)
(8053.75, 1239.75), (8125.25, 1239.75)
(8125.25, 1239.75), (8125.25, 1000.5)
(8125.25, 1000.5), (7085.5, 1000.5)
(7085.5, 1000.5), (7085.5, 1879.25)
(7085.5, 1879.25), (7004.75, 1879.25)
(7004.75, 1879.25), (7004.75, 1203.75)
(7004.75, 1203.75), (7085.25, 1203.75)
(7085.25, 1203.75), (7085.25, 1000.5)
(7085.25, 1000.5), (6603.5, 1000.5)
(6603.5, 1000.5), (6603.5, 1763.25)
(6603.5, 1763.25), (6483.75, 1763.25)
(6483.75, 1763.25), (6483.75, 1540.75)
(6483.75, 1540.75), (6603.25, 1540.75)
(6603.25, 1540.75), (6603.25, 1000.5)
(6603.25, 1000.5), (5983.5, 1000.5)
(5983.5, 1000.5), (5983.5, 1785.25)
(5983.5, 1785.25), (5307.75, 1785.25)
(5307.75, 1785.25), (5307.75, 1671.75)
(5307.75, 1671.75), (5983.25, 1671.75)
(5983.25, 1671.75), (5983.25, 1000.5)
(5983.25, 1000.5), (4594.5, 1000.5)
(4594.5, 1000.5), (4594.5, 1496.25)
(4594.5, 1496.25), (4385.75, 1496.25)
(4385.75, 1496.25), (4385.75, 1336.75)
(4385.75, 1336.75), (4594.25, 1336.75)
(4594.25, 1336.75), (4594.25, 1000.5)
(4594.25, 1000.5), (3513.5, 1000.5)
(3513.5, 1000.5), (3513.5, 1990.25)
(3513.5, 1990.25), (3472.75, 1990.25)
(3472.75, 1990.25), (3472.75, 1007.75)
(3472.75, 1007.75), (3513.25, 1007.75)
(3513.25, 1007.75), (3513.25, 1000.5)
(3513.25, 1000.5), (2680.5, 1000.5)
(2680.5, 1000.5), (2680.5, 1663.25)
(2680.5, 1663.25), (2024.75, 1663.25)
(2024.75, 1663.25), (2024.75, 1613.75)
(2024.75, 1613.75), (2680.25, 1613.75)
(2680.25, 1613.75), (2680.25, 1000.5)
(2680.25, 1000.5), (1915.5, 1000.5)
(1915.5, 1000.5), (1915.5, 1482.25)
(1915.5, 1482.25), (1751.75, 1482.25)
(1751.75, 1482.25), (1751.75, 1092.75)
(1751.75, 1092.75), (1915.25, 1092.75)
(1915.25, 1092.75), (1915.25, 1000.5)
(1915.25, 1000.5), (908.5, 1000.5)
(908.5, 1000.5), (908.5, 1948.25)
(908.5, 1948.25), (815.75, 1948.25)
(815.75, 1948.25), (815.75, 1003.75)
(815.75, 1003.75), (908.25, 1003.75)
(908.25, 1003.75), (908.25, 1000.5)
(908.25, 1000.5), (0.5, 1000.5)
(0.5, 1000.5), (0.5, 2000.25)
(0.5, 2000.25), (10000, 2000.25)
(10000, 2000.25), (10000, 2000.5)
(10000, 2000.5), (9864.5, 2000.5)
(9864.5, 2000.5), (9864.5, 2767.25)
(9864.5, 2767.25), (9459.75, 2767.25)
(9459.75, 2767.25), (9459.75, 2504.75)
(9459.75, 2504.75), (9864.25, 2504.75)
(9864.25, 2504.75), (9864.25, 2000.5)
(9864.25, 2000.5), (8485.5, 2000.5)
(8485.5, 2000.5), (8485.5, 2899.25)
(8485.5, 2899.25), (8389.75, 2899.25)
(8389.75, 2899.25), (8389.75, 2088.75)
(8389.75, 2088.75), (8485.25, 2088.75)
(8485.25, 2088.75), (8485.25, 2000.5)
(8485.25, 2000.5), (7853.5, 2000.5)
(7853.5, 2000.5), (7853.5, 2887.25)
(7853.5, 2887.25), (7516.75, 2887.25)
(7516.75, 2887.25), (7516.75, 2662.75)
(7516.75, 2662.75), (7853.25, 2662.75)
(7853.25, 2662.75), (7853.25, 2000.5)
(7853.25, 2000.5), (6916.5, 2000.5)
(6916.5, 2000.5), (6916.5, 2584.25)
(6916.5, 2584.25), (6689.75, 2584.25)
(6689.75, 2584.25), (6689.75, 2283.75)
(6689.75, 2283.75), (6916.25, 2283.75)
(6916.25, 2283.75), (6916.25, 2000.5)
(6916.25, 2000.5), (5993.5, 2000.5)
(5993.5, 2000.5), (5993.5, 2557.25)
(5993.5, 2557.25), (5053.75, 2557.25)
(5053.75, 2557.25), (5053.75, 2524.75)
(5053.75, 2524.75), (5993.25, 2524.75)
(5993.25, 2524.75), (5993.25, 2000.5)
(5993.25, 2000.5), (4643.5, 2000.5)
(4643.5, 2000.5), (4643.5, 2406.25)
(4643.5, 2406.25), (4617.75, 2406.25)
