5831906
996, 996
(9921.5, 0.25), (9921.5, 5292.25)
(9921.5, 5292.25), (9922.25, 5292.25)
(9922.25, 5292.25), (9922.25, 0.25)
(9922.25, 0.25), (7887.5, 0.25)
(7887.5, 0.25), (7887.5, 225.25)
(7887.5, 225.25), (7888.25, 225.25)
(7888.25, 225.25), (7888.25, 0.25)
(7888.25, 0.25), (7001.5, 0.25)
(7001.5, 0.25), (7001.5, 5814.25)
(7001.5, 5814.25), (7002.25, 5814.25)
(7002.25, 5814.25), (7002.25, 0.25)
(7002.25, 0.25), (5535.5, 0.25)
(5535.5, 0.25), (5535.5, 4078.25)
(5535.5, 4078.25), (5536.25, 4078.25)
(5536.25, 4078.25), (5536.25, 4077.75)
(5536.25, 4077.75), (5535.75, 4077.75)
(5535.75, 4077.75), (5535.75, 0.25)
(5535.75, 0.25), (713.5, 0.25)
(713.5, 0.25), (713.5, 6595.25)
(713.5, 6595.25), (714.25, 6595.25)
(714.25, 6595.25), (714.25, 6594.75)
(714.25, 6594.75), (713.75, 6594.75)
(713.75, 6594.75), (713.75, 0.25)
(713.75, 0.25), (6540.5, 0.25)
(6540.5, 0.25), (6540.5, 6927.25)
(6540.5, 6927.25), (6541.25, 6927.25)
(6541.25, 6927.25), (6541.25, 0.25)
(6541.25, 0.25), (5055.5, 0.25)
(5055.5, 0.25), (5055.5, 5298.25)
(5055.5, 5298.25), (5056.25, 5298.25)
(5056.25, 5298.25), (5056.25, 5297.75)
(5056.25, 5297.75), (5055.75, 5297.75)
(5055.75, 5297.75), (5055.75, 0.25)
(5055.75, 0.25), (9450.5, 0.25)
(9450.5, 0.25), (9450.5, 256.25)
(9450.5, 256.25), (9451.25, 256.25)
(9451.25, 256.25), (9451.25, 0.25)
(9451.25, 0.25), (272.5, 0.25)
(272.5, 0.25), (272.5, 759.25)
(272.5, 759.25), (273.25, 759.25)
(273.25, 759.25), (273.25, 0.25)
(273.25, 0.25), (3415.5, 0.25)
(3415.5, 0.25), (3415.5, 6246.25)
(3415.5, 6246.25), (3416.25, 6246.25)
(3416.25, 6246.25), (3416.25, 6245.75)
(3416.25, 6245.75), (3415.75, 6245.75)
(3415.75, 6245.75), (3415.75, 0.25)
(3415.75, 0.25), (6870.5, 0.25)
